dataset,img_name,num_obj_anno,format,mode,format_mode,width,height,aspect_ratio,aspect_ratio_max
test,batch_9_000071.jpg,3,jpg,RGB,jpg_RGB,1824,4000,0.456,2.192982456140351
test,batch_14_000082.jpg,1,jpg,RGB,jpg_RGB,4032,3024,1.3333333333333333,1.3333333333333333
test,batch_6_000010.JPG,1,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
test,batch_14_000068.jpg,1,jpg,RGB,jpg_RGB,4032,3024,1.3333333333333333,1.3333333333333333
test,batch_1_000076.JPG,6,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
test,batch_7_000121.JPG,1,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
test,batch_5_000037.JPG,2,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
test,batch_11_000079.jpg,8,jpg,RGB,jpg_RGB,4032,3024,1.3333333333333333,1.3333333333333333
test,batch_3_IMG_4966.JPG,4,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
test,batch_11_000041.jpg,1,jpg,RGB,jpg_RGB,4618,3463,1.3335258446433729,1.3335258446433729
test,batch_13_000037.jpg,1,jpg,RGB,jpg_RGB,3120,4160,0.75,1.3333333333333333
test,batch_1_000072.JPG,3,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
test,batch_1_000066.JPG,1,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
test,batch_2_000040.JPG,1,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
test,batch_2_000082.JPG,9,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
test,batch_9_000049.jpg,1,jpg,RGB,jpg_RGB,3264,2448,1.3333333333333333,1.3333333333333333
test,batch_13_000036.jpg,3,jpg,RGB,jpg_RGB,4160,3120,1.3333333333333333,1.3333333333333333
test,batch_1_000107.JPG,4,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
test,batch_15_000003.jpg,2,jpg,RGB,jpg_RGB,4032,3024,1.3333333333333333,1.3333333333333333
test,batch_5_000018.JPG,1,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
test,batch_3_IMG_5064.JPG,2,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
test,batch_9_000088.jpg,9,jpg,RGB,jpg_RGB,1824,4000,0.456,2.192982456140351
test,batch_9_000062.jpg,2,jpg,RGB,jpg_RGB,2448,3264,0.75,1.3333333333333333
test,batch_13_000035.jpg,2,jpg,RGB,jpg_RGB,4160,3120,1.3333333333333333,1.3333333333333333
test,batch_11_000094.jpg,2,jpg,RGB,jpg_RGB,5312,2988,1.7777777777777777,1.7777777777777777
test,batch_12_000040.jpg,1,jpg,RGB,jpg_RGB,5312,2988,1.7777777777777777,1.7777777777777777
test,batch_11_000072.jpg,1,jpg,RGB,jpg_RGB,3024,4032,0.75,1.3333333333333333
test,batch_9_000047.jpg,2,jpg,RGB,jpg_RGB,2448,3264,0.75,1.3333333333333333
test,batch_9_000090.jpg,5,jpg,RGB,jpg_RGB,1824,4000,0.456,2.192982456140351
test,batch_13_000005.jpg,5,jpg,RGB,jpg_RGB,3120,4160,0.75,1.3333333333333333
test,batch_7_000063.JPG,1,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
test,batch_8_000014.jpg,20,jpg,RGB,jpg_RGB,3264,2448,1.3333333333333333,1.3333333333333333
test,batch_15_000024.jpg,9,jpg,RGB,jpg_RGB,1536,2048,0.75,1.3333333333333333
test,batch_11_000059.jpg,3,jpg,RGB,jpg_RGB,3024,4032,0.75,1.3333333333333333
test,batch_10_000008.jpg,3,jpg,RGB,jpg_RGB,1824,4000,0.456,2.192982456140351
test,batch_9_000045.jpg,1,jpg,RGB,jpg_RGB,2448,3264,0.75,1.3333333333333333
test,batch_5_000002.JPG,2,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
test,batch_5_000016.JPG,1,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
test,batch_15_000025.jpg,4,jpg,RGB,jpg_RGB,1536,2048,0.75,1.3333333333333333
test,batch_15_000019.jpg,11,jpg,RGB,jpg_RGB,2048,1536,1.3333333333333333,1.3333333333333333
test,batch_4_000052.JPG,1,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
test,batch_8_000039.jpg,1,jpg,RGB,jpg_RGB,2448,3264,0.75,1.3333333333333333
test,batch_15_000021.jpg,2,jpg,RGB,jpg_RGB,1536,2048,0.75,1.3333333333333333
test,batch_8_000011.jpg,3,jpg,RGB,jpg_RGB,2448,3264,0.75,1.3333333333333333
test,batch_5_000006.JPG,2,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
test,batch_1_000053.jpg,4,jpg,RGB,jpg_RGB,1537,2049,0.7501220107369448,1.3331164606376058
test,batch_9_000069.jpg,1,jpg,RGB,jpg_RGB,1824,4000,0.456,2.192982456140351
test,batch_6_000008.JPG,1,JPG,RGB,JPG_RGB,2624,1968,1.3333333333333333,1.3333333333333333
test,batch_8_000038.jpg,3,jpg,RGB,jpg_RGB,2448,3264,0.75,1.3333333333333333
test,batch_4_000080.JPG,2,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
test,batch_4_000057.JPG,1,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
test,batch_15_000022.jpg,6,jpg,RGB,jpg_RGB,1536,2048,0.75,1.3333333333333333
test,batch_7_000107.JPG,1,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
test,batch_14_000066.jpg,1,jpg,RGB,jpg_RGB,4032,3024,1.3333333333333333,1.3333333333333333
test,batch_3_IMG_5044.JPG,1,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
test,batch_1_000092.JPG,3,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
test,batch_8_000013.jpg,3,jpg,RGB,jpg_RGB,2448,3264,0.75,1.3333333333333333
test,batch_15_000023.jpg,2,jpg,RGB,jpg_RGB,1536,2048,0.75,1.3333333333333333
test,batch_4_000068.JPG,1,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
test,batch_12_000023.jpg,3,jpg,RGB,jpg_RGB,5312,2988,1.7777777777777777,1.7777777777777777
test,batch_5_000103.JPG,2,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
test,batch_3_IMG_4856.JPG,1,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
test,batch_10_000054.jpg,2,jpg,RGB,jpg_RGB,1824,4000,0.456,2.192982456140351
test,batch_14_000029.jpg,1,jpg,RGB,jpg_RGB,4032,3024,1.3333333333333333,1.3333333333333333
test,batch_13_000099.jpg,1,jpg,RGB,jpg_RGB,4160,3120,1.3333333333333333,1.3333333333333333
test,batch_3_IMG_5036.JPG,2,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
test,batch_11_000038.jpg,1,jpg,RGB,jpg_RGB,3463,4618,0.7498917280207882,1.3335258446433729
test,batch_7_000002.JPG,2,JPG,RGB,JPG_RGB,6000,4000,1.5,1.5
test,batch_8_000088.jpg,2,jpg,RGB,jpg_RGB,2268,4032,0.5625,1.7777777777777777
test,batch_9_000026.jpg,2,jpg,RGB,jpg_RGB,2448,3264,0.75,1.3333333333333333
test,batch_14_000002.jpg,1,jpg,RGB,jpg_RGB,4160,3120,1.3333333333333333,1.3333333333333333
test,batch_12_000009.jpg,2,jpg,RGB,jpg_RGB,5312,2988,1.7777777777777777,1.7777777777777777
test,batch_4_000021.JPG,1,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
test,batch_5_000059.JPG,1,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
test,batch_1_000024.jpg,3,jpg,RGB,jpg_RGB,1537,2049,0.7501220107369448,1.3331164606376058
test,batch_9_000036.jpg,2,jpg,RGB,jpg_RGB,2448,3264,0.75,1.3333333333333333
test,batch_10_000084.jpg,5,jpg,RGB,jpg_RGB,1824,4000,0.456,2.192982456140351
test,batch_1_000019.jpg,4,jpg,RGB,jpg_RGB,2049,1537,1.3331164606376058,1.3331164606376058
test,batch_13_000060.jpg,1,jpg,RGB,jpg_RGB,4160,3120,1.3333333333333333,1.3333333333333333
test,batch_5_000110.JPG,1,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
test,batch_12_000030.jpg,5,jpg,RGB,jpg_RGB,5312,2988,1.7777777777777777,1.7777777777777777
test,batch_15_000055.jpg,1,jpg,RGB,jpg_RGB,3024,4032,0.75,1.3333333333333333
test,batch_5_000066.JPG,3,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
test,batch_13_000076.jpg,1,jpg,RGB,jpg_RGB,3120,4160,0.75,1.3333333333333333
test,batch_6_000054.JPG,2,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
test,batch_6_000082.JPG,2,JPG,RGB,JPG_RGB,3680,2760,1.3333333333333333,1.3333333333333333
test,batch_1_000032.jpg,1,jpg,RGB,jpg_RGB,1537,2049,0.7501220107369448,1.3331164606376058
test,batch_11_000029.jpg,2,jpg,RGB,jpg_RGB,4128,2322,1.7777777777777777,1.7777777777777777
test,batch_15_000068.jpg,1,jpg,RGB,jpg_RGB,1536,2048,0.75,1.3333333333333333
train,batch_3_IMG_4917.JPG,1,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_4_000006.JPG,1,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_12_000002.jpg,1,jpg,RGB,jpg_RGB,5312,2988,1.7777777777777777,1.7777777777777777
train,batch_12_000016.jpg,1,jpg,RGB,jpg_RGB,4160,2340,1.7777777777777777,1.7777777777777777
train,batch_4_000012.JPG,1,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_6_000104.JPG,2,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_8_000055.jpg,6,jpg,RGB,jpg_RGB,1280,960,1.3333333333333333,1.3333333333333333
train,batch_8_000041.jpg,1,jpg,RGB,jpg_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_8_000069.jpg,3,jpg,RGB,jpg_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_15_000065.jpg,2,jpg,RGB,jpg_RGB,4032,3024,1.3333333333333333,1.3333333333333333
train,batch_15_000071.jpg,4,jpg,RGB,jpg_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_8_000096.jpg,1,jpg,RGB,jpg_RGB,2268,4032,0.5625,1.7777777777777777
train,batch_11_000024.jpg,1,jpg,RGB,jpg_RGB,6000,4000,1.5,1.5
train,batch_11_000030.jpg,1,jpg,RGB,jpg_RGB,4128,2322,1.7777777777777777,1.7777777777777777
train,batch_8_000082.jpg,1,jpg,RGB,jpg_RGB,2268,4032,0.5625,1.7777777777777777
train,batch_7_000034.JPG,1,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_11_000018.jpg,1,jpg,RGB,jpg_RGB,4000,1824,2.192982456140351,2.192982456140351
train,batch_7_000008.JPG,1,JPG,RGB,JPG_RGB,6000,4000,1.5,1.5
train,batch_5_000042.JPG,1,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_13_000046.jpg,1,jpg,RGB,jpg_RGB,4160,3120,1.3333333333333333,1.3333333333333333
train,batch_13_000052.jpg,2,jpg,RGB,jpg_RGB,4160,3120,1.3333333333333333,1.3333333333333333
train,batch_5_000056.JPG,2,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_13_000085.jpg,1,jpg,RGB,jpg_RGB,3120,4160,0.75,1.3333333333333333
train,batch_3_IMG_5002.JPG,2,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_5_000095.JPG,1,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_7_000140.JPG,2,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_1_000003.jpg,1,jpg,RGB,jpg_RGB,1537,2049,0.7501220107369448,1.3331164606376058
train,batch_1_000017.jpg,1,jpg,RGB,jpg_RGB,1537,2049,0.7501220107369448,1.3331164606376058
train,batch_2_000025.JPG,2,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_3_IMG_4877.JPG,2,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_14_000021.jpg,3,jpg,RGB,jpg_RGB,4032,3024,1.3333333333333333,1.3333333333333333
train,batch_14_000035.jpg,1,jpg,RGB,jpg_RGB,4032,3024,1.3333333333333333,1.3333333333333333
train,batch_9_000039.jpg,4,jpg,RGB,jpg_RGB,2448,3264,0.75,1.3333333333333333
train,batch_2_000031.JPG,1,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_9_000011.jpg,4,jpg,RGB,jpg_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_2_000019.JPG,1,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_14_000009.jpg,2,jpg,RGB,jpg_RGB,3120,4160,0.75,1.3333333333333333
train,batch_9_000005.jpg,1,jpg,RGB,jpg_RGB,2448,3264,0.75,1.3333333333333333
train,batch_6_000058.JPG,4,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_10_000048.jpg,3,jpg,RGB,jpg_RGB,1824,4000,0.456,2.192982456140351
train,batch_6_000064.JPG,5,JPG,RGB,JPG_RGB,2624,1968,1.3333333333333333,1.3333333333333333
train,batch_10_000060.jpg,1,jpg,RGB,jpg_RGB,1824,4000,0.456,2.192982456140351
train,batch_10_000074.jpg,1,jpg,RGB,jpg_RGB,1824,4000,0.456,2.192982456140351
train,batch_6_000070.JPG,1,JPG,RGB,JPG_RGB,2624,1968,1.3333333333333333,1.3333333333333333
train,batch_10_000075.jpg,3,jpg,RGB,jpg_RGB,1824,4000,0.456,2.192982456140351
train,batch_6_000071.JPG,1,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_6_000065.JPG,4,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_10_000061.jpg,1,jpg,RGB,jpg_RGB,4000,1824,2.192982456140351,2.192982456140351
train,batch_3_IMG_4889.JPG,2,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_10_000049.jpg,2,jpg,RGB,jpg_RGB,1824,4000,0.456,2.192982456140351
train,batch_6_000059.JPG,3,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_14_000008.jpg,1,jpg,RGB,jpg_RGB,3120,4160,0.75,1.3333333333333333
train,batch_9_000004.jpg,3,jpg,RGB,jpg_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_2_000018.JPG,1,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_9_000010.jpg,2,jpg,RGB,jpg_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_3_IMG_4862.JPG,8,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_14_000034.jpg,1,jpg,RGB,jpg_RGB,4032,3024,1.3333333333333333,1.3333333333333333
train,batch_2_000030.JPG,4,JPG,RGB,JPG_RGB,2214,3264,0.6783088235294118,1.4742547425474255
train,batch_9_000038.jpg,1,jpg,RGB,jpg_RGB,2448,3264,0.75,1.3333333333333333
train,batch_2_000024.JPG,4,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_14_000020.jpg,1,jpg,RGB,jpg_RGB,4160,3120,1.3333333333333333,1.3333333333333333
train,batch_3_IMG_4876.JPG,2,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_1_000016.jpg,1,jpg,RGB,jpg_RGB,1537,2049,0.7501220107369448,1.3331164606376058
train,batch_13_000090.jpg,2,jpg,RGB,jpg_RGB,4160,3120,1.3333333333333333,1.3333333333333333
train,batch_3_IMG_5003.JPG,18,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_7_000141.JPG,1,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_5_000094.JPG,1,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_13_000084.jpg,9,jpg,RGB,jpg_RGB,4160,3120,1.3333333333333333,1.3333333333333333
train,batch_13_000053.jpg,1,jpg,RGB,jpg_RGB,4160,3120,1.3333333333333333,1.3333333333333333
train,batch_5_000057.JPG,2,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_5_000043.JPG,1,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_13_000047.jpg,1,jpg,RGB,jpg_RGB,4160,3120,1.3333333333333333,1.3333333333333333
train,batch_11_000019.jpg,2,jpg,RGB,jpg_RGB,6000,4000,1.5,1.5
train,batch_11_000031.jpg,1,jpg,RGB,jpg_RGB,4128,2322,1.7777777777777777,1.7777777777777777
train,batch_7_000035.JPG,5,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_8_000083.jpg,2,jpg,RGB,jpg_RGB,2268,4032,0.5625,1.7777777777777777
train,batch_7_000021.JPG,2,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_8_000097.jpg,2,jpg,RGB,jpg_RGB,2268,4032,0.5625,1.7777777777777777
train,batch_8_000068.jpg,1,jpg,RGB,jpg_RGB,2448,3264,0.75,1.3333333333333333
train,batch_15_000064.jpg,8,jpg,RGB,jpg_RGB,4032,3024,1.3333333333333333,1.3333333333333333
train,batch_8_000040.jpg,4,jpg,RGB,jpg_RGB,2448,3264,0.75,1.3333333333333333
train,batch_8_000054.jpg,6,jpg,RGB,jpg_RGB,1280,960,1.3333333333333333,1.3333333333333333
train,batch_15_000058.jpg,2,jpg,RGB,jpg_RGB,3024,4032,0.75,1.3333333333333333
train,batch_12_000017.jpg,3,jpg,RGB,jpg_RGB,5312,2988,1.7777777777777777,1.7777777777777777
train,batch_4_000013.JPG,1,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_4_000007.JPG,1,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_12_000003.jpg,1,jpg,RGB,jpg_RGB,5312,2988,1.7777777777777777,1.7777777777777777
train,batch_3_IMG_4916.JPG,2,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_3_IMG_4902.JPG,4,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_12_000029.jpg,7,jpg,RGB,jpg_RGB,5312,2988,1.7777777777777777,1.7777777777777777
train,batch_3_IMG_4914.JPG,1,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_4_000039.JPG,1,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_4_000011.JPG,2,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_3_IMG_4928.JPG,2,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_12_000015.jpg,2,jpg,RGB,jpg_RGB,4160,2340,1.7777777777777777,1.7777777777777777
train,batch_12_000001.jpg,2,jpg,RGB,jpg_RGB,5312,2988,1.7777777777777777,1.7777777777777777
train,batch_4_000005.JPG,3,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_8_000042.jpg,4,jpg,RGB,jpg_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_8_000056.jpg,2,jpg,RGB,jpg_RGB,1200,1600,0.75,1.3333333333333333
train,batch_15_000072.jpg,2,jpg,RGB,jpg_RGB,1536,2048,0.75,1.3333333333333333
train,batch_15_000066.jpg,3,jpg,RGB,jpg_RGB,4032,3024,1.3333333333333333,1.3333333333333333
train,batch_8_000081.jpg,1,jpg,RGB,jpg_RGB,2268,4032,0.5625,1.7777777777777777
train,batch_7_000037.JPG,2,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_11_000033.jpg,1,jpg,RGB,jpg_RGB,4128,2322,1.7777777777777777,1.7777777777777777
train,batch_11_000027.jpg,1,jpg,RGB,jpg_RGB,4128,2322,1.7777777777777777,1.7777777777777777
train,batch_8_000095.jpg,2,jpg,RGB,jpg_RGB,2268,4032,0.5625,1.7777777777777777
train,batch_7_000023.JPG,4,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_5_000055.JPG,1,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_13_000051.jpg,1,jpg,RGB,jpg_RGB,4160,3120,1.3333333333333333,1.3333333333333333
train,batch_13_000045.jpg,2,jpg,RGB,jpg_RGB,3120,4160,0.75,1.3333333333333333
train,batch_5_000041.JPG,3,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_5_000069.JPG,2,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_13_000079.jpg,1,jpg,RGB,jpg_RGB,3120,4160,0.75,1.3333333333333333
train,batch_5_000096.JPG,1,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_1_000028.jpg,2,jpg,RGB,jpg_RGB,1537,2049,0.7501220107369448,1.3331164606376058
train,batch_13_000092.jpg,2,jpg,RGB,jpg_RGB,3120,4160,0.75,1.3333333333333333
train,batch_13_000086.jpg,1,jpg,RGB,jpg_RGB,3120,4160,0.75,1.3333333333333333
train,batch_5_000082.JPG,1,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
